direccion_normalizada,lat_orig,lon_orig,lat_snap,lon_snap,snap_dist_m,calle,highway_type,hgv_ok
PASAJE LA PAU S/N|08100|MOLLET DEL VALLES,41.538347,2.212220,41.538449,2.211976,23.30,Avinguda de Jaume I,,1
PASAJE MARTI S/N|08185|LLICA DE VALL,41.586300,2.239140,41.586491,2.239288,24.54,Plaça de la Vila,,1
PASAJE PLA DEL REMEI 11|08500|VIC,41.921029,2.251894,41.921029,2.251894,0.00,Passeig Pla del Remei,,1
PASEO ANDALUSIA 103|08521|BELLAVISTA,41.619556,2.297708,41.619556,2.297708,0.00,Passeig d'Andalusia,,1
PASEO ANDALUSIA 15-17|08521|LES FRANQUESES DEL VALLES,41.619556,2.297708,41.619556,2.297708,0.00,Passeig d'Andalusia,,1
PASEO ANDALUSIA 24|08521|BELLAVISTA,41.619556,2.297708,41.619556,2.297708,0.00,Passeig d'Andalusia,,1
PASEO ANDALUSIA 9|08521|LES FRANQUESES DEL VALLES,41.619556,2.297708,41.619556,2.297708,0.00,Passeig d'Andalusia,,1
PASEO FLUVIAL S/N|08150|PARETS DEL VALLES,41.564013,2.234733,41.564013,2.234733,0.00,Passeig Fluvial,,1
PASEO GENERALITAT 15|08500|VIC,41.925199,2.253796,41.925199,2.253796,0.00,Passeig de la Generalitat,,1
PASEO GENERALITAT 37|08500|VIC,41.925199,2.253796,41.925199,2.253796,0.00,Passeig de la Generalitat,,1
PASEO GENERALITAT 58|08500|VIC,41.925199,2.253796,41.925199,2.253796,0.00,Passeig de la Generalitat,,1
PASEO JOAN MIRO 8|08185|PARETS DEL VALLES,41.575425,2.231921,41.575491,2.231820,11.17,Carrer de les Teixidores,,1
PASEO MUNTANYA 13-15|08400|GRANOLLERS,41.605274,2.292877,41.605261,2.293054,14.82,Passeig de la Muntanya,,1
PASEO MUNTANYA 70|08402|GRANOLLERS,41.612891,2.294838,41.612891,2.294838,0.00,Passeig de la Muntanya,,1
PASEO PLA DE TEIA 38|08584|SANTA MARIA DE BESORA,42.126940,2.257279,42.126940,2.257279,0.00,Passeig del Pla de Teia,,1
PASEO TER S/N|08585|MONTESQUIU,42.109323,2.210945,42.109260,2.210664,24.27,Camí Ral,,1
PASSATGE SANT BARTOMEU 16|08400|GRANOLLERS,41.608191,2.285836,41.608191,2.285836,0.00,Carrer de Sant Bartomeu,,1
PASSATGE SANT MIQUEL 10|08100|MOLLET DEL VALLES,41.537305,2.212044,41.537267,2.212031,4.36,Passatge Sant Miquel,,1
PASSEIG ANDALUSIA 5|08521|BELLAVISTA,41.618894,2.297281,41.618894,2.297281,0.00,Passeig d'Andalusia,,1
PASSEIG DE CAN SALGOT 29|08186|LLICA D'AMUNT,41.591130,2.208504,41.591130,2.208504,0.00,Passeig de Can Salgot,,1
PASSEIG DE LA FLORIDA 15|08130|SANTA PERPETUA DE MOGODA,41.530580,2.185875,41.530696,2.186104,23.05,Passatge d'Ernest Lluch i Martín,,1
PASSEIG DE LA MUNTANYA 145|08402|GRANOLLERS,41.612891,2.294838,41.612891,2.294838,0.00,Passeig de la Muntanya,,1
PASSEIG DE LA MUNTANYA 154|08402|GRANOLLERS,41.612891,2.294838,41.612891,2.294838,0.00,Passeig de la Muntanya,,1
PASSEIG DE LA MUNTANYA 17|08402|GRANOLLERS,41.612891,2.294838,41.612891,2.294838,0.00,Passeig de la Muntanya,,1
PASSEIG DE LA RONDA 7|08100|MOLLET DEL VALLES,41.542915,2.221265,41.542637,2.222171,81.68,Avinguda de les Teixidores,,1
PASSEIG DE LA SUISSA S/N|08551|TONA,41.851856,2.219711,41.851856,2.219710,0.08,Passeig de la Suïssa,,1
PASSEIG DE LES CORTS CATALANES 7|08160|MONTMELO,41.550844,2.243987,41.550844,2.243987,0.00,Passeig de les Corts Catalanes,,1
PASSEIG DE SANT VALERIA 171|08186|LLICA D'AMUNT,41.600613,2.211041,41.600613,2.211042,0.08,Passeig de Sant Valerià,,1
PASSEIG DEL PITORT 103|08860|CASTELLDEFELS,41.271524,1.977855,41.338440,1.999393,7647.33,Carretera de Sant Climent a Sant Boi,,0
PASSEIG FRANCESC FABREGAS 81|08401|GRANOLLERS,41.586336,2.280992,41.586336,2.280992,0.00,Passeig Francesc Fàbregas,,1
PASSEIG L'ALZINA 1|08420|CANOVELLES,41.617256,2.269830,41.617256,2.269830,0.00,Passeig de l'Alzina,,1
PASSEIG MUNTANYA 66|08402|GRANOLLERS,41.612891,2.294838,41.612891,2.294838,0.00,Passeig de la Muntanya,,1
PAU CASALS 33|08150|PARETS DEL VALLES,41.565858,2.225023,41.565925,2.225093,9.46,Carrer de Pau Casals,,1
PERE RAMON S/N (DARRERA MERCAT S/N|08100|MOLLET DEL VALLES,41.539348,2.213093,41.539298,2.213173,8.68,Carrer de Pere Ramon,,1
PIERA 53|08107|MARTORELLES,41.527547,2.232291,41.527547,2.232291,0.00,Avinguda d'en Piera,,1
PIRINEO 97|08570|TORELLO,42.052479,2.260093,42.052479,2.260093,0.00,Avinguda dels Pirineus,,1
PLACA AUGUSTA 3|08173|SANT CUGAT DEL VALLES,41.474306,2.083860,41.474401,2.083797,11.79,Carrer de Castellví,,1
PLACA DE FRA BERNADI 23|08560|MANLLEU,42.000020,2.284108,41.999747,2.284551,47.62,Carrer de Sant Jordi,,1
PLACA DE FRA BERNADI 32|08560|MANLLEU,42.000020,2.284108,41.999747,2.284551,47.62,Carrer de Sant Jordi,,1
PLACA DE FRA BERNADI 3|08560|MANLLEU,42.000020,2.284108,41.999747,2.284551,47.62,Carrer de Sant Jordi,,1
PLACA DE L'ESTACIO 1|08500|VIC,41.930727,2.249510,41.930727,2.249510,0.00,Plaça de l'Estació,,1
PLACA DE LA CATEDRAL 6|08500|VIC,41.928405,2.254710,41.928441,2.254701,4.07,Carrer de la Ramada,,1
PLACA DE LA VILA 8|08150|LLICA DE VALL,41.585917,2.239653,41.586226,2.239894,39.77,Plaça de la Vila,,1
PLACA DE LA VILA S/N|08185|LLICA DE VALL,41.586243,2.239856,41.586243,2.239856,0.00,Plaça de la Vila,,1
PLACA DE NARCISA FREIXAS 2|08022|BARCELONA,41.408296,2.138411,41.408394,2.138340,12.40,Plaça de Narcisa Freixas,,1
PLACA DE PAU CASALS 14|08402|GRANOLLERS,41.606661,2.290090,41.606735,2.290111,8.40,Plaça Pau Casals,,1
PLACA DE PAU PICASSO 1|08170|MONTORNES DEL VALLES,41.542339,2.268076,41.541808,2.267764,64.47,Carrer Major,,1
PLACA DE PRAT DE LA RIBA 11|08100|MOLLET DEL VALLES,41.538850,2.213529,41.539005,2.213510,17.29,Carrer de Sant Oleguer,,1
PLACA DE PRAT DE LA RIBA 12|08100|MOLLET DEL VALLES,41.538710,2.213336,41.539005,2.213510,35.84,Carrer de Sant Oleguer,,1
PLACA DE PRAT DE LA RIBA 19|08100|MOLLET DEL VALLES,41.538595,2.213430,41.539005,2.213510,46.02,Carrer de Sant Oleguer,,1
PLACA DEL DR. ROBERT 1|17867|CAMPRODON,42.313841,2.364572,42.169713,2.361037,16012.06,Carretera de Vidrà a Sant Privat d'en Bas,,0
PLACA ELS PAISOS CATALANS 1|08570|TORELLO,42.052628,2.260842,42.052429,2.260817,22.20,Avinguda dels Pirineus,,1
PLACA JOSEP MALUQUER I SALVADOR 20|08401|GRANOLLERS,41.608595,2.288901,41.608540,2.289768,72.51,,,1
PLACA JOSEP TORRAS I BAGES 2|08402|GRANOLLERS,41.610075,2.290380,41.610075,2.290380,0.00,Plaça de Josep Torres i Bages,,1
PLACA LA VILA 2|08105|SANT FOST DE CAMPSENTELLES,41.518716,2.232612,41.518717,2.232697,7.10,,,1
PLACA MAJOR 13|08500|VIC,41.930492,2.253788,41.930286,2.253720,23.57,Carrer de Jacint Verdaguer,,1
PLACA MAJOR 28|08500|VIC,41.930408,2.253817,41.930276,2.253773,15.11,Carrer de Jacint Verdaguer,,1
PLACA MAJOR 36|08500|VIC,41.930535,2.255095,41.930543,2.255098,0.92,Carrer dels Argenters,,1
PLACA MAJOR 9|08100|MOLLET DEL VALLES,41.536458,2.210850,41.536571,2.210577,26.01,Avinguda de Burgos,,1
PLACA MOSSEN CINTO VERDAGUER 3|08519|FOLGUEROLES,41.218988,1.723466,41.346466,1.955123,24024.11,Avinguda Torrelletes,,0
PLACA NOVA 8|08570|TORELLO,42.047343,2.263495,42.047203,2.263353,19.50,Plaça Nova,,1
PLACA SANT FORTIA 2|08570|TORELLO,42.049903,2.262783,42.049903,2.262783,0.00,Plaça Sant Fortià,,1
PLACA SANT ISIDRE S/N|08160|MONTMELO,38.415470,-0.960269,41.346466,1.955123,410016.18,Avinguda Torrelletes,,0
PLAZA AJUNTAMENT S/N|08522|MALLA,41.551082,1.040164,41.583938,1.947410,75752.05,,,0
PLAZA BISAURA 2|08580|SANT QUIRZE DE BESORA,42.100873,2.217368,42.100873,2.217368,0.00,Pla. de Bisaura,,1
PLAZA CAL FERRER 14|08571|SANT VICENC DE TORELLO,42.061877,2.273517,42.061877,2.273517,0.00,Plaça de Cal Ferrer,,1
PLAZA CAN BASSA 1|08402|GRANOLLERS,41.591116,2.288021,41.591304,2.288018,20.88,Carrer Garrotxa,,1
PLAZA CAN BASSA 2|08402|GRANOLLERS,41.591116,2.288021,41.591304,2.288018,20.88,Carrer Garrotxa,,1
PLAZA CAN MONIC 6|08402|GRANOLLERS,41.621271,2.294643,41.621109,2.295047,38.17,Carrer Joaquim Mir,,1
PLAZA CAN MONIC 7|08402|GRANOLLERS,41.621271,2.294643,41.621109,2.295047,38.17,Carrer Joaquim Mir,,1
PLAZA CASERNA S/N|08401|GRANOLLERS,41.608972,2.286018,41.609113,2.286049,15.87,Carrer del Triomf,,1
PLAZA CATALUNYA 9|08100|MOLLET DEL VALLES,41.543048,2.211993,41.543041,2.211942,4.33,Passatge Plaça de Mercè Rodoreda,,1
PLAZA CONSTITUCIO S/N|17534|RIBES DE FRESER,42.317665,2.135194,42.166637,2.139154,16779.02,Carretera de Ripoll,,0
PLAZA CORONA 14|08402|GRANOLLERS,41.604836,2.289352,41.604736,2.289336,11.19,,,1
PLAZA CORONA 4|08402|GRANOLLERS,41.604836,2.289352,41.604736,2.289336,11.19,,,1
PLAZA CORONA 9|08402|GRANOLLERS,41.604836,2.289352,41.604736,2.289336,11.19,,,1
PLAZA DALT VILA 12|08560|MANLLEU,42.001147,2.284849,42.001264,2.284548,28.11,Plaça de Sant Higini,,1
PLAZA ESPANYA 10|08521|BELLAVISTA,41.617105,2.294973,41.616951,2.294894,18.33,Carrer de Provença,,1
PLAZA ESTACIO S/N|08500|VIC,41.930990,2.248591,41.930978,2.249027,36.19,,,1
PLAZA FONT VERDA 1|08402|GRANOLLERS,41.607945,2.293530,41.607945,2.293530,0.00,Plaça de la Font Verda,,1
PLAZA FRA BERNADI 12|08560|MANLLEU,42.000020,2.284108,41.999747,2.284551,47.62,Carrer de Sant Jordi,,1
PLAZA FRA BERNADI 15|08560|MANLLEU,42.000020,2.284108,41.999747,2.284551,47.62,Carrer de Sant Jordi,,1
PLAZA FRA BERNADI 27|08560|MANLLEU,42.000020,2.284108,41.999747,2.284551,47.62,Carrer de Sant Jordi,,1
PLAZA JOANOT MARTORELL 19|08570|TORELLO,42.046035,2.269832,42.046035,2.269832,0.00,Plaça Joanot Martorell,,1
PLAZA JOANOT MARTORELL 1|08570|TORELLO,42.046035,2.269832,42.046035,2.269832,0.00,Plaça Joanot Martorell,,1
PLAZA JOAQUIM MIR 1|08170|MONTORNES DEL VALLES,41.540110,2.267935,41.540118,2.268095,13.38,,,1
PLAZA JOSEP BARANGE 2|08402|GRANOLLERS,41.607696,2.290002,41.608010,2.289734,41.41,,,1
PLAZA JOSEP MALUQUER I SALVADOR 17|08401|GRANOLLERS,41.608595,2.288901,41.608540,2.289768,72.51,,,1
PLAZA JOSEP MARIA FOLCH I TORRES 12|08401|GRANOLLERS,41.376372,2.166367,41.376299,2.166271,11.41,Ronda de Sant Pau,,1
PLAZA JOSEP MARIA FOLCH I TORRES 14|08401|GRANOLLERS,41.376372,2.166367,41.376299,2.166271,11.41,Ronda de Sant Pau,,1
PLAZA JOSEP SERRAT I BONASTRE S/N|08402|GRANOLLERS,41.599986,2.290561,41.599986,2.290561,0.00,Plaça Josep Serrat i Bonastre,,1
PLAZA JOSEP TORRAS I BAGES 2|08402|GRANOLLERS,41.610075,2.290380,41.610075,2.290380,0.00,Plaça de Josep Torres i Bages,,1
PLAZA LA FONT 2|08186|LLICA D'AMUNT,41.610583,2.238667,41.610572,2.238675,1.39,,,1
PLAZA LA SARDANA 6|08570|TORELLO,42.042140,2.273320,42.041934,2.273713,39.79,Avinguda del Rosselló,,1
PLAZA LA SARDANA S/N|08570|TORELLO,42.042140,2.273320,42.041934,2.273713,39.79,Avinguda del Rosselló,,1
PLAZA LA VILA 2|08570|TORELLO,42.042140,2.273320,42.041934,2.273713,39.79,Avinguda del Rosselló,,1
PLAZA LA VILA 4|08105|SANT FOST DE CAMPSENTELLES,41.518508,2.232798,41.518416,2.232689,13.68,Avinguda Prat de la Riba,,1
PLAZA MAJOR 21|08500|VIC,41.930408,2.253817,41.930276,2.253773,15.11,Carrer de Jacint Verdaguer,,1
PLAZA MAJOR 24|08100|MOLLET DEL VALLES,41.535880,2.210780,41.536106,2.210234,52.03,Avinguda de Burgos,,1
PLAZA MAYOR 5|08100|MOLLET DEL VALLES,41.535861,2.210398,41.535970,2.210134,25.14,Avinguda de Burgos,,1
PLAZA MOSSEN PERE BATLLE 9|08150|PARETS DEL VALLES,41.573011,2.235848,41.572924,2.235832,9.75,Plaça de Mossèn Pere Batlle,,1
PLAZA ONZE DE SETEMBRE 1|08506|CALLDETENES,41.924950,2.284804,41.924950,2.284804,0.00,Plaça de l'Onze de Setembre,,1
PLAZA PAISOS CATALANS 1|08170|MONTORNES DEL VALLES,41.540397,2.263300,41.540397,2.263300,0.00,plaça dels Països Catalans,,1
PLAZA PAU CASALS 14|08402|GRANOLLERS,41.606661,2.290090,41.606735,2.290111,8.40,Plaça Pau Casals,,1
PLAZA PAU PICASSO 1|08170|MONTORNES DEL VALLES,41.542339,2.268076,41.541808,2.267764,64.47,Carrer Major,,1
PLAZA PAU PICASSO 9|08170|MONTORNES DEL VALLES,41.542339,2.268076,41.541808,2.267764,64.47,Carrer Major,,1
PLAZA PES 6|08500|VIC,41.929996,2.255261,41.929996,2.255261,0.00,Plaça del Pes,,1
PLAZA PIETAT 8|08500|VIC,41.929289,2.256557,41.929552,2.256683,31.03,Carrer de Cardona,,1
PLAZA PORXADA 21|08401|GRANOLLERS,41.608057,2.288095,41.607434,2.289415,129.96,Plaça Pau Casals,,1
PLAZA PORXADA 32|08401|GRANOLLERS,41.608065,2.287323,41.608184,2.286049,106.99,Carrer de Sant Bartomeu,,1
PLAZA PORXADA 39|08401|GRANOLLERS,41.607889,2.286731,41.608184,2.286049,65.60,Carrer de Sant Bartomeu,,1
PLAZA PORXADA 3|08401|GRANOLLERS,41.607961,2.287210,41.608184,2.286049,99.87,Carrer de Sant Bartomeu,,1
PLAZA PRAT DE LA RIBA 20|08100|MOLLET DEL VALLES,41.538549,2.213402,41.539005,2.213510,51.44,Carrer de Sant Oleguer,,1
PLAZA PRAT DE LA RIBA 21|08100|MOLLET DEL VALLES,41.538710,2.213336,41.539005,2.213510,35.84,Carrer de Sant Oleguer,,1
PLAZA PRAT DE LA RIBA 3|08100|MOLLET DEL VALLES,41.538821,2.213563,41.539005,2.213510,20.91,Carrer de Sant Oleguer,,1
PLAZA SANT ISIDRE 11|08160|MONTMELO,38.742235,-0.442619,41.346466,1.955123,354269.83,Avinguda Torrelletes,,0
PLAZA SANTS MARTIRS 12|08500|VIC,41.930506,2.258080,41.930506,2.258080,0.00,Plaça dels Sants Màrtirs,,1
PLAZA SANTS MARTIRS 26|08500|VIC,41.930506,2.258080,41.930506,2.258080,0.00,Plaça dels Sants Màrtirs,,1
PLAZA VELLA 3|08570|TORELLO,42.046704,2.261985,42.046725,2.262738,62.41,Carrer de Sant Feliu,,1
PLAZA VILA 15|08185|LLI#A DE VALL,41.586243,2.239856,41.586243,2.239856,0.00,Plaça de la Vila,,1
PLAZA VILA S/N|08150|PARETS DEL VALLES,41.574475,2.224303,41.574475,2.224303,0.00,Plaça del Cim Vallesà,,1
POL. IND. PUIGTIO CARRER RIUDELLOTS|17412|MACANET DE LA SELVA,41.792263,2.729823,41.672545,2.480215,24660.85,Autopista de la Mediterrània,,0
PONENT 59|08400|GRANOLLERS,41.612909,2.286948,41.613032,2.287004,14.44,Carrer de València,,1
PRAT DE LA RIBA 13|08100|MOLLET DEL VALLES,41.538710,2.213336,41.539005,2.213510,35.84,Carrer de Sant Oleguer,,1
RAMBLA DAVALLADES 21|08500|VIC,41.931104,2.253208,41.931054,2.253358,13.63,Rambla de les Davallades,,1
RAMBLA DE BALMES 16|08100|MOLLET DEL VALLES,41.535509,2.217776,41.535552,2.217837,6.98,carrer de les Llevadores,,1
RAMBLA DE LES DAVALLADES 21|08500|VIC,41.931104,2.253208,41.931054,2.253358,13.63,Rambla de les Davallades,,1
RAMBLA DE LES DAVALLADES 8|08500|VIC,41.930572,2.253135,41.930572,2.253135,0.00,Rambla de les Davallades,,1
RAMBLA DE POMPEU FABRA 14|08100|MOLLET DEL VALLES,41.538860,2.217610,41.538935,2.217458,15.18,Rambla de Pompeu Fabra,,1
RAMBLA DE SANT DOMENEC 1|08500|VIC,41.927968,2.252587,41.927901,2.252449,13.65,Rambla de Sant Domènec,,1
RAMBLA DEL CARME 35|08500|VIC,41.931187,2.254244,41.931283,2.254271,10.90,Rambla del Carme,,1
RAMBLA DEL PASSEIG 39|08500|VIC,41.929817,2.257919,41.929817,2.257919,0.00,Rambla del Passeig,,1
RAMBLA HOSPITAL 31|08500|VIC,41.928317,2.252113,41.928317,2.252113,0.00,Rambla de l'Hospital,,1
RAMBLA HOSPITAL 44|08500|VIC,41.928317,2.252113,41.928317,2.252113,0.00,Rambla de l'Hospital,,1
RAMBLA HOSPITAL 8|08500|VIC,41.928317,2.252113,41.928317,2.252113,0.00,Rambla de l'Hospital,,1
RAMBLA JOSEP TARRADELLAS 5|08402|GRANOLLERS,41.606642,2.291919,41.606642,2.291919,0.00,Rambla de Josep Tarradellas,,1
RAMBLA NOVA 10|08100|MOLLET DEL VALLES,41.538581,2.211281,41.538704,2.211057,23.16,Carrer d'Antònia Canet,,1
RAMBLA NOVA 3|08100|MOLLET DEL VALLES,41.538268,2.211347,41.538109,2.211720,35.79,Avinguda de Jaume I,,1
RAMBLA NOVA 71|08100|MOLLET DEL VALLES,41.539612,2.209980,41.539616,2.209972,0.80,Carrer de l'Abat Escarré,,1
RAMBLA NOVA 93|08100|MOLLET DEL VALLES,41.539612,2.209980,41.539616,2.209972,0.80,Carrer de l'Abat Escarré,,1
RAMBLA PASSEIG 10|08500|VIC,41.930374,2.256365,41.930374,2.256365,0.00,Rambla del Passeig,,1
RAMBLA PASSEIG 7|08500|VIC,41.930197,2.256553,41.930254,2.256602,7.52,Rambla del Passeig,,1
RAMBLA POMPEU FABRA 20|08100|MOLLET DEL VALLES,41.539468,2.218176,41.539548,2.218053,13.58,Rambla de Pompeu Fabra,,1
RAMBLA POMPEU FABRA 38|08100|MOLLET DEL VALLES,41.540666,2.219021,41.540702,2.218823,17.00,Rambla de Pompeu Fabra,,1
RAMBLA POMPEU FABRA 40|08100|MOLLET DEL VALLES,41.540867,2.219165,41.540994,2.219262,16.26,Carrer de les Puntaires,,1
RAMBLA POMPEU FABRA 4|08100|MOLLET DEL VALLES,41.543008,2.219626,41.543008,2.219626,0.00,Rambla de Pompeu Fabra,,1
RAMON LLULL 18|08401|GRANOLLERS,41.613748,2.289596,41.613682,2.289579,7.47,Carrer de Ramon Llull,,1
RAMON LLULL 9|08401|GRANOLLERS,41.613748,2.289596,41.613682,2.289579,7.47,Carrer de Ramon Llull,,1
RAMON SALA I SACALA 15|08500|VIC,41.935685,2.260251,41.935684,2.260251,0.11,Carrer de Ramon Sala i Saçala,,1
RODA 95|08500|VIC,41.934064,2.262107,41.934064,2.262107,0.00,Carretera de Roda,,1
RONDA 9|08100|MOLLET DEL VALLES,41.544001,2.212727,41.544045,2.212678,6.37,Via de Ronda,,1
RONDA D'ORIENT 1|08100|MOLLET DEL VALLES,41.533475,2.217542,41.533490,2.217508,3.29,Autovia de l'Ametlla,,1
RONDA FRANCESC MACIA 18|08302|MATARO,41.535443,2.435014,41.530476,2.389728,3819.80,,,0
RONDA ORIENT 14|08100|MOLLET DEL VALLES,41.533475,2.217542,41.533490,2.217508,3.29,Autovia de l'Ametlla,,1
RONDA ORIENT 8|08100|MOLLET DEL VALLES,41.538955,2.206567,41.539008,2.206569,5.89,Carrer de l'Abat Escarré,,1
SABADELL A GRANOLLERS KM 10.5|08185|LLICA DE VALL,41.586300,2.239140,41.586491,2.239288,24.54,Plaça de la Vila,,1
SALVADOR ESPRIU 32|08100|MOLLET DEL VALLES,41.547238,2.205498,41.547135,2.205541,11.99,Carrer de Salvador Espriu,,1
SANT ESTEVE 59|08400|GRANOLLERS,41.600223,2.290332,41.600223,2.290332,0.00,Avinguda de Sant Esteve,,1
SANT ROC 8|08401|GRANOLLERS,41.608274,2.288537,41.608146,2.289737,101.01,,,1
SANTA ANA 25|08401|GRANOLLERS,41.608703,2.286205,41.608753,2.285879,27.73,Carrer de Sant Jaume,,1
SUR 5|08170|MONTORNES DEL VALLES,41.542545,2.267056,41.542460,2.267004,10.39,Carrer d'Anselm Clavé,,1
TENES S/N PARC LEVANT -|08150|PARETS DEL VALLES,41.572941,2.233809,41.573045,2.233761,12.22,Carrer Major,,1
TORRES I BAGES 1-3|08402|GRANOLLERS,41.610075,2.290380,41.610075,2.290380,0.00,Plaça de Josep Torres i Bages,,1
TURO D'EN BRUGUET 2|08402|GRANOLLERS,41.600338,2.296249,41.600331,2.296326,6.46,,,1
VALENCIA 60|08430|ROCA DEL VALLES (LA),41.601331,2.298150,41.601331,2.298150,0.00,Carrer de València,,1
VALLES 1|08520|CORRO D AVALL,41.618286,2.294693,41.618268,2.294831,11.67,Carrer d'Aragó,,1
VIC 6|08401|GRANOLLERS,41.604578,2.284582,41.604570,2.284387,16.27,Carrer de la Princesa,,1
ZONA ESPORTIVA SN|08520|FRANQUESES DEL VALLES (LES),41.624854,2.296545,41.624907,2.296518,6.30,,,1
